"","GEO_CODE","Lat","Long","Pop","Pop_male","Pop_female","Pop_16_26","Pop_32_39","Pop_40_52","Pop_53_65","Pop_66_76","Age_Moyen","Age_Median","Male_total","Female_total","Pop_Male_16_26","Pop_Female_16_26","Pop_Male_32_39","Pop_Female_32_39","Pop_Male_40_52","Pop_Female_40_52","Pop_Male_53_65","Pop_Female_53_65","Pop_Male_66_76","Pop_Female_66_76","sal_1","sal_2","sal_3","sal_4","sal_5","sal_6","sal_7","sal_8","sal_9","sal_10","sal_11","sal_1_m","sal_2_m","sal_3_m","sal_4_m","sal_5_m","sal_6_m","sal_7_m","sal_8_m","sal_9_m","sal_10_m","sal_11_m","sal_1_f","sal_2_f","sal_3_f","sal_4_f","sal_5_f","sal_6_f","sal_7_f","sal_8_f","sal_9_f","sal_10_f","sal_11_f","Total_Habitation","Propriétaire","Locataire","Condo","Celibataire","Conjoint_fait","Marie","Celibataire_M","Conjoint_fait_M","Marie_M","Celibataire_F","Conjoint_fait_F","Marie_F","Maison_Detache","Appartement","Bilingue","Couple_1","Couple_2","Couple_3"
"1","G0A",47.336855086,-71.1600295482,86170,43885,42285,8931,9412,14352,17416,9893,42.2,43.5,43885,42285,4617,4312,4782,4624,7450,6902,8879,8543,5191,4708,6960,11305,12330,12790,9860,6505,3560,1745,2695,965,485,2595,4375,5615,6745,5675,4125,2205,1175,2055,720,365,4370,6935,6715,6045,4180,2375,1350,575,640,240,120,29320,6770,1445,24615,22495,23705,12880,11235,11865,11740,11260,11840,36145,38155,5560,25725,4170,4590,1775
"2","G0C",48.3165059808,-65.526499933,47110,23055,24055,4591,3595,7817,11414,7096,47.5,52,23055,24055,2300,2293,1827,1768,3786,4026,5680,5739,3498,3603,4700,9970,8660,6955,4135,2150,1280,525,770,255,170,1910,4015,4185,3790,2330,1305,690,355,555,185,125,2790,5955,4480,3160,1805,840,585,175,210,75,45,15785,5465,590,18080,9955,13070,8445,4975,6545,9635,4980,6520,21385,21900,2880,12480,2315,1680,580
"3","G0E",48.9273049034,-65.3761945673,4770,2425,2350,363,322,737,1369,848,50.8,56.4,2425,2350,198,172,160,157,384,358,691,678,430,418,505,1170,965,720,375,170,100,40,60,20,15,190,480,495,435,250,110,65,25,45,20,10,320,690,475,280,125,55,35,15,10,0,5,1905,350,50,1720,945,1625,885,475,815,840,470,810,2265,2390,130,685,240,145,55
"4","G0G",52.3335302405,-64.6492610881,17665,9090,8570,2162,1750,3362,3524,1522,39.9,41.6,9090,8570,1110,1049,873,882,1719,1653,1888,1635,812,704,1695,2150,2295,2280,1560,1035,825,595,1280,480,390,730,825,900,1195,845,620,505,395,1080,360,340,965,1325,1395,1090,715,415,325,200,205,120,50,4905,1260,185,5480,4010,4865,2915,2005,2445,2565,2005,2420,7075,7150,600,3920,905,835,410
"5","G0H",49.3637161729,-67.5940024202,10540,5320,5220,1088,955,1930,2516,1352,44.1,48.1,5320,5220,541,543,473,487,974,956,1295,1221,735,615,1445,1765,1630,1445,910,445,355,250,285,150,70,545,645,835,825,550,310,250,205,225,130,50,895,1120,790,615,360,130,105,45,60,20,25,3660,530,150,3700,2570,2680,1935,1285,1345,1770,1290,1340,4605,4555,255,1200,505,395,175
"6","G0J",48.591132461,-67.1794800491,29250,14970,14280,2726,2280,4383,7515,4402,47.1,52.6,14970,14280,1468,1260,1178,1099,2195,2188,3884,3627,2322,2084,2995,6570,5255,4335,2450,1140,525,220,255,130,55,1160,2825,2780,2610,1570,735,325,160,200,100,45,1845,3745,2475,1725,875,405,195,60,55,30,10,10855,2545,305,10180,6660,8395,5400,3330,4195,4775,3335,4200,13405,13655,1520,4185,1245,975,555
"7","G0K",48.1852348705,-68.2107944702,11585,6040,5545,1150,1130,1901,2743,1481,43.6,47.1,6040,5545,620,533,594,541,983,921,1449,1281,797,677,1015,2025,2030,1900,1155,595,290,140,145,65,20,405,880,1110,1070,700,355,175,85,105,45,10,610,1145,925,830,460,235,115,55,40,20,10,4340,825,160,3515,3030,3155,1970,1515,1580,1545,1515,1575,5150,5195,480,1830,510,515,260
"8","G0L",47.7775283526,-69.2114585433,59525,29970,29555,5609,5212,9253,13960,8398,45.9,50.3,29970,29555,2892,2715,2666,2549,4693,4555,7047,6908,4288,4103,5355,10825,10710,9430,5590,2640,1395,605,880,305,155,1930,4410,5385,5465,3415,1575,805,440,670,240,120,3420,6415,5330,3960,2180,1060,590,170,215,70,35,20855,5150,530,18460,13615,18435,9255,6795,9235,9200,6815,9195,26000,26420,3725,9190,2565,2570,1215
"9","G0M",45.9717934085,-70.6565449388,34020,17555,16470,4033,3197,5542,7023,3854,42.6,44.7,17555,16470,2104,1931,1670,1527,2933,2614,3687,3331,1951,1901,2865,5770,6145,5605,3505,1590,640,265,410,110,70,1075,2185,2930,3405,2315,1105,440,190,330,90,50,1785,3585,3210,2200,1190,490,200,70,75,20,20,11605,2645,385,10325,6730,11075,5510,3370,5545,4810,3355,5530,14300,14735,1600,5915,1440,1655,940
"10","G0N",46.106876333,-71.2450918519,19490,10070,9420,1880,1720,2854,4532,2903,45.7,50,10070,9420,1006,876,932,793,1523,1336,2333,2204,1498,1405,1790,3760,3570,3095,1915,870,415,180,295,85,60,710,1515,1805,1875,1195,560,260,135,220,65,50,1080,2240,1765,1220,715,310,160,45,75,25,10,7190,1510,200,5825,3990,6655,3175,1990,3320,2650,1995,3335,8725,8815,1060,3540,780,810,460
"11","G0P",46.0119193094,-71.7198900975,6815,3620,3200,718,649,1146,1592,804,42.3,45.2,3620,3200,386,336,339,313,618,523,830,762,458,346,720,1285,1210,1010,620,310,135,65,75,30,15,340,605,650,580,370,195,90,40,55,25,10,380,675,560,430,255,110,50,25,20,5,5,2450,410,35,1930,1685,2000,1140,845,1010,790,845,990,2840,2835,165,1485,260,320,205
"12","G0R",46.8379219033,-70.3460057043,83585,42305,41285,8704,7305,13235,18407,11312,45.2,48.8,42305,41285,4469,4230,3812,3488,6856,6382,9402,9006,5784,5526,7105,14160,14410,13640,9040,4335,1985,845,1235,455,240,2645,5550,7135,7780,5665,2700,1235,580,930,350,175,4460,8605,7275,5860,3380,1635,745,270,310,110,60,28710,7750,1125,27465,18240,25035,14035,9120,12545,13430,9115,12495,36460,37655,5445,15040,3485,3735,1830
"13","G0S",46.4574297525,-71.4502761159,68010,34950,33055,7943,7202,10890,13122,7200,41.1,41.5,34950,33055,4145,3794,3747,3460,5714,5179,6878,6251,3705,3488,5245,10160,11185,11290,7530,3905,1845,715,1030,375,200,2015,4065,5440,6405,4565,2495,1200,510,795,270,170,3230,6100,5750,4885,2965,1410,645,205,235,100,35,22580,5500,840,19775,16535,18960,10665,8270,9515,9110,8260,9445,28075,29770,3465,14605,3050,3480,1845
"14","G0T",48.9191971386,-69.5809623698,14065,7005,7055,1311,1161,2279,3509,2013,47,51.7,7005,7055,674,640,590,568,1161,1118,1747,1757,1004,1011,1415,2735,2585,2060,1245,650,405,250,310,135,60,480,1000,1200,1165,825,440,290,215,265,120,50,935,1735,1385,895,420,210,120,40,45,10,15,4990,1325,175,4740,3055,4370,2335,1525,2185,2405,1530,2185,6325,6655,880,1805,705,545,220
"15","G0V",50.1718583548,-70.6283308994,17600,9205,8395,1842,1903,2775,3951,2111,42.1,44.1,9205,8395,973,876,964,931,1473,1302,2070,1891,1155,956,1800,2755,2695,2425,1795,1090,550,350,470,195,105,540,1030,1295,1450,1205,765,425,285,415,175,95,1260,1730,1400,975,585,325,125,70,60,25,10,6005,1360,170,4485,4315,5725,2620,2150,2865,1870,2160,2860,7380,8035,740,3115,860,820,410
"16","G0W",49.8340092802,-72.2623337008,36075,18550,17525,4377,3649,5521,7523,3835,40.5,41.3,18550,17525,2220,2153,1868,1781,2900,2623,3937,3573,1999,1832,4095,5660,5140,4625,3405,1935,1100,700,825,340,180,1575,2160,2515,2705,2230,1295,705,480,605,250,140,2525,3505,2620,1920,1175,645,395,220,220,90,40,10715,2545,285,10560,7220,11270,5715,3595,5640,4845,3630,5625,14225,15065,1905,5175,1545,1545,1135
"17","G0X",47.8694364838,-73.886364355,58775,30030,28750,5628,5598,9004,14001,7956,44.8,49.1,30030,28750,2874,2748,2908,2690,4626,4376,7219,6788,4190,3759,5885,10520,10105,8795,5450,3045,1615,765,1075,385,220,2235,4255,5065,5080,3265,1905,1045,585,840,295,180,3650,6270,5040,3715,2185,1145,570,180,235,85,45,21205,4555,435,18595,14090,16865,9785,7035,8455,8810,7060,8410,26100,26650,2975,12000,2535,2445,1115
"18","G0Y",45.6241623595,-71.019133291,9050,4765,4290,871,717,1404,2385,1359,45.9,51.7,4765,4290,458,408,384,333,745,661,1260,1128,763,599,890,1725,1775,1520,810,365,185,75,135,50,20,370,730,890,980,520,240,120,60,100,40,15,520,995,880,540,290,125,65,15,35,15,5,3560,570,65,2570,1970,3210,1515,985,1600,1055,985,1605,4065,4085,315,1935,355,340,220
"19","G0Z",46.1789634433,-72.1569047102,8595,4490,4105,902,908,1385,1858,1064,41.9,43.8,4490,4105,470,432,487,421,747,643,984,874,576,488,840,1655,1605,1325,760,335,160,75,100,40,15,340,690,875,775,485,220,105,60,85,35,10,495,965,725,550,280,120,50,10,15,5,5,3080,590,80,2455,2060,2555,1430,1030,1290,1025,1025,1270,3690,3735,275,1635,375,410,215
"20","G1B",46.9263203515,-71.2258383826,16365,8185,8180,2109,1824,3282,3324,1277,38.6,40.3,8185,8180,1082,1028,877,942,1620,1667,1684,1641,657,624,1295,1825,1930,2540,2115,1545,880,355,420,175,80,530,750,840,1185,1090,940,535,235,335,135,70,765,1070,1085,1355,1020,610,345,120,90,40,15,5540,765,100,4495,4505,4295,2245,2230,2140,2245,2275,2155,6300,6695,870,4710,965,1070,345
"21","G1C",46.880087816,-71.1959793708,36405,17415,18995,4478,3294,6396,8231,4317,43.9,46.9,17415,18995,2273,2203,1598,1696,3061,3335,3960,4270,2010,2303,2790,4520,5115,5590,4555,2925,1830,840,1215,455,245,1080,1750,2180,2685,2310,1650,1070,540,905,310,185,1705,2765,2940,2900,2240,1275,755,295,315,145,60,11315,4220,2670,12380,8025,10740,5380,4005,5370,7000,4020,5370,15530,16520,6380,11120,1795,1875,585
"22","G1E",46.8569278954,-71.1829031507,27070,12840,14230,3264,2659,3982,5272,3747,46,48.1,12840,14230,1606,1665,1392,1272,1987,1985,2535,2732,1627,2119,2040,4520,4820,4445,2930,1525,750,355,505,180,90,880,1725,2135,2270,1545,905,435,235,375,125,65,1155,2795,2680,2180,1380,620,315,120,130,55,20,5765,7495,2050,12015,5330,6350,5280,2670,3185,6730,2655,3165,13295,13270,9295,8195,980,810,320
"23","G1G",46.8765063935,-71.2838507509,24695,12135,12560,2835,2541,3958,4749,3625,43.7,45.5,12135,12560,1460,1380,1306,1243,2016,1947,2255,2499,1651,1976,2085,3230,3485,3870,3100,1995,1150,535,650,240,140,785,1155,1455,1920,1675,1175,720,370,480,170,90,1305,2080,2030,1950,1420,810,430,170,170,70,45,7920,3095,1450,8155,5375,7370,3835,2680,3715,4320,2695,3655,10975,11280,4150,8375,1110,1140,425
"24","G1H",46.8528318993,-71.2572694445,29105,13775,15330,3444,2915,4148,5300,3960,47.1,48.7,13775,15330,1720,1722,1537,1373,2130,2013,2491,2805,1670,2292,2245,4455,5240,5060,3215,1760,970,355,545,205,120,920,1670,2275,2465,1755,1070,610,240,405,145,95,1325,2785,2960,2600,1460,690,360,115,145,60,30,6135,8295,2160,12855,5635,7175,5615,2830,3555,7240,2810,3615,14490,13565,9895,9525,1070,870,365
"25","G1J",46.8379688547,-71.2231214724,23390,11380,12010,3184,2985,3290,4059,2532,43.9,41.7,11380,12010,1612,1567,1628,1352,1745,1555,2003,2057,1101,1432,2365,4925,4630,3710,1990,1025,470,155,195,75,50,1190,2180,2060,1845,1060,540,260,105,140,55,35,1175,2740,2565,1865,930,485,210,45,55,25,15,2800,10090,1685,12465,4360,3765,5865,2195,1885,6605,2160,1880,12910,11770,11860,8180,690,520,260
"26","G1K",46.7982478549,-71.2245094478,18310,9530,8775,2474,2772,2673,3436,1896,43.7,40.6,9530,8775,1189,1281,1548,1221,1566,1107,1940,1501,980,916,1780,4050,3280,2695,1630,975,525,240,375,120,70,985,2050,1615,1380,880,560,295,155,265,75,50,795,2000,1665,1315,750,415,230,85,110,40,20,2840,8070,2375,10460,3750,2460,5545,1945,1230,4915,1815,1225,10965,9285,10435,8605,420,290,125
"27","G1L",46.8303692965,-71.2455299941,22730,11055,11670,3137,3128,3281,4053,2474,43.1,40.5,11055,11670,1497,1642,1663,1457,1751,1527,2016,2040,1064,1410,2150,4835,4455,3735,2065,965,440,185,200,80,45,1065,2190,2135,1875,1030,520,240,105,135,50,25,1085,2650,2325,1860,1030,445,205,80,65,30,20,2655,10110,1340,12030,4575,3515,5685,2310,1765,6345,2270,1750,12715,12255,11900,8505,720,495,205
"28","G1M",46.8183099313,-71.2706358802,19700,9350,10350,2411,2101,2953,3711,2425,44.6,45,9350,10350,1190,1227,1060,1043,1495,1453,1745,1961,1071,1359,1720,3395,3490,3020,1855,1005,530,225,285,130,50,790,1320,1595,1500,1010,605,295,145,185,85,40,925,2080,1895,1520,850,405,230,80,100,45,15,3365,6000,1480,8580,4000,4430,3755,2000,2220,4830,2005,2205,9345,10160,7210,5575,720,630,250
"29","G1N",46.8035094632,-71.2639453909,8055,4060,3990,1230,1099,1164,1507,852,43.7,40.9,4060,3990,608,617,619,483,639,517,773,726,385,465,750,1860,1800,1295,755,285,130,35,65,30,10,365,850,900,695,410,170,75,25,35,20,5,385,1005,900,605,350,110,50,10,25,15,0,995,3725,445,4490,1670,1220,2280,845,610,2215,825,610,4700,4575,4230,3115,235,145,40
"30","G1P",46.8096992272,-71.3101504085,16510,8140,8375,2336,1791,2383,3008,1787,43.5,42.6,8140,8375,1217,1123,951,840,1203,1185,1439,1575,812,976,1295,2560,3150,2985,1940,1095,480,185,240,110,50,500,955,1415,1560,1090,690,310,140,175,75,40,795,1605,1730,1425,850,410,175,45,70,40,10,3705,4375,535,6395,3585,4285,3045,1790,2140,3345,1795,2145,8055,8875,4675,5620,685,660,225
"31","G1R",46.8074380416,-71.2180924118,16660,8085,8575,2360,2064,2297,3184,2114,46.4,44.7,8085,8575,1114,1237,1118,946,1256,1036,1618,1567,972,1151,1590,2940,2615,2460,1850,1175,675,360,815,205,135,765,1430,1200,1115,840,590,365,215,540,130,85,820,1515,1420,1350,1005,580,310,145,275,75,55,2775,7545,2855,9485,3340,2630,4445,1725,1320,5035,1620,1305,10345,7890,10090,9850,390,270,85
"32","G1S",46.7932822649,-71.2453004111,25745,11330,14415,3275,2146,2966,4832,3948,50.2,53.5,11330,14415,1566,1719,1112,1032,1385,1589,2128,2706,1633,2313,2035,3195,3110,3350,2930,1990,1340,825,2005,555,400,915,1330,1220,1320,1300,970,645,455,1190,310,225,1125,1865,1890,2030,1625,1020,695,365,815,245,165,5705,7630,4880,12725,4715,5910,4815,2395,2960,7915,2320,2955,13315,9665,11510,14665,695,685,260
"33","G1T",46.7741066969,-71.2608619286,6380,3035,3345,800,386,911,1413,949,47.8,52.4,3035,3345,411,389,187,199,431,480,667,751,445,504,615,510,500,520,495,455,375,285,1230,240,190,265,205,180,215,220,210,185,140,780,130,115,350,305,310,305,275,240,185,150,450,110,80,2080,500,305,2195,1175,2160,930,590,1075,1270,580,1085,2560,2670,655,4235,265,315,145
"34","G1V",46.7823425994,-71.2881558725,18530,9075,9455,5400,1520,1710,2502,2131,42.3,34.4,9075,9455,2638,2749,907,615,876,826,1204,1300,882,1252,2505,3930,2950,2380,1725,1020,635,330,635,210,135,1155,1735,1390,1120,905,575,360,225,425,130,95,1350,2195,1555,1265,815,440,270,105,215,85,40,3080,6760,2480,10040,2950,4140,4770,1485,2070,5270,1465,2065,9905,7245,8485,10595,430,380,195
"35","G1W",46.7566880639,-71.299641408,21090,10000,11090,2961,2002,2878,3887,2828,44.7,45.4,10000,11090,1436,1527,1043,954,1438,1440,1756,2132,1237,1600,2060,2645,2700,2870,2220,1540,1115,645,1550,435,315,865,1035,1155,1210,1080,820,660,410,995,255,200,1195,1610,1545,1665,1140,725,460,240,545,180,115,5520,4570,2580,8205,3635,6400,3525,1830,3195,4685,1805,3205,10090,9610,6110,11285,790,870,380
"36","G1X",46.774936148,-71.3343777788,25855,12110,13745,3990,2270,3512,4724,3437,45.1,45.8,12110,13745,1997,1998,1200,1070,1752,1765,2156,2573,1375,2057,2390,3505,3530,3635,2940,1810,1290,695,1605,475,315,975,1375,1455,1635,1430,970,720,415,1095,315,205,1420,2130,2070,1990,1510,840,570,280,505,160,115,6505,6000,2570,10660,4660,7285,4520,2340,3635,6140,2315,3650,12435,11790,7580,12975,855,1070,455
"37","G1Y",46.7474718129,-71.3519023689,12655,6120,6530,1542,1002,1965,3112,1897,44.2,48.8,6120,6530,790,750,481,521,913,1055,1431,1688,931,963,1165,1225,1065,1395,1405,1200,1030,570,1290,395,245,460,455,400,590,645,660,555,345,885,250,155,710,770,660,800,755,545,475,230,405,140,90,4510,700,490,3590,2610,4515,1580,1305,2265,2015,1300,2255,5220,6090,955,7065,610,725,255
"38","G2A",46.8750903222,-71.3919589454,15480,7740,7745,1964,1582,2754,2819,1888,41.7,42.8,7740,7745,1054,916,786,796,1368,1381,1376,1448,922,963,1240,1935,1835,2275,1850,1290,800,420,630,225,125,450,760,790,1105,1000,800,495,270,485,165,100,795,1175,1055,1175,850,485,305,145,150,60,25,4865,1460,420,4785,3635,4450,2370,1815,2220,2415,1815,2230,6325,6920,1780,5975,755,850,315
"39","G2B",46.8607398079,-71.330020673,24545,11945,12600,2992,2711,4130,4644,2792,41.6,42.2,11945,12600,1546,1443,1337,1374,2021,2104,2161,2493,1278,1519,1960,3070,3460,3720,2990,1865,1155,575,725,275,130,750,1120,1490,1805,1625,1100,670,370,520,190,90,1210,1950,1975,1915,1365,765,480,205,210,85,35,6720,4020,1185,7950,5830,6600,3605,2900,3295,4340,2935,3305,10705,12210,4475,8440,1125,1260,435
"40","G2C",46.828684705,-71.3339641507,11770,5660,6105,1433,1410,2016,2205,1314,42,41.9,5660,6105,711,724,733,680,971,1055,1021,1184,583,731,850,1310,1425,1730,1530,1115,750,390,565,220,120,320,490,570,780,790,645,405,230,390,140,80,530,820,855,945,740,475,350,155,175,80,40,3185,2335,1685,4060,2895,3060,1770,1455,1525,2285,1435,1530,5550,6195,3080,4765,530,520,150
"41","G2E",46.8083058772,-71.3604916166,20670,10145,10525,2561,1802,3713,4316,2787,43.8,46.6,10145,10525,1316,1247,895,915,1839,1879,2049,2272,1295,1490,1715,2540,2710,3150,2615,1700,1145,555,805,305,165,635,900,1140,1540,1430,1010,680,355,585,220,115,1075,1635,1575,1610,1190,685,470,205,215,85,45,6765,2020,460,6530,4520,6575,3015,2260,3290,3520,2260,3290,8790,9880,2340,7640,1000,1140,365
"42","G2G",46.790297086,-71.4156944626,10680,5305,5370,1395,1042,1906,2498,1074,41.6,44.3,5305,5370,660,740,513,532,934,964,1230,1271,536,543,875,1235,1350,1495,1415,950,595,325,510,200,110,365,450,595,720,735,520,365,185,340,135,75,510,780,760,780,680,425,230,135,175,65,40,3935,700,670,3480,2525,3015,1665,1260,1510,1820,1265,1510,4620,5115,1055,4215,525,585,175
"43","G2J",46.8398769371,-71.2780598869,2955,1320,1635,332,286,363,616,449,50,52.9,1320,1635,155,173,161,125,182,179,264,354,177,270,175,325,470,570,380,220,100,50,130,30,25,60,110,195,260,220,110,60,30,85,20,15,110,215,275,310,165,115,40,20,45,15,5,830,730,755,1370,645,700,530,325,350,840,325,355,1575,1655,1260,1070,90,80,15
"44","G2K",46.8544578618,-71.3044262825,10960,5175,5785,1256,1057,1713,2489,1540,45.3,48.4,5175,5785,618,634,543,511,773,940,1114,1375,711,829,775,1160,1350,1675,1480,1030,660,365,705,190,140,270,425,500,755,725,585,365,210,485,120,100,505,735,855,915,755,445,290,155,215,75,45,3785,1475,2235,3730,2495,3355,1540,1270,1665,2190,1230,1690,5255,6130,2845,4630,450,415,130
"45","G2L",46.8894906496,-71.2544748237,14090,6635,7455,1556,1299,2689,2947,1813,42.4,44.9,6635,7455,780,771,605,694,1257,1429,1323,1612,799,1012,1085,1485,1785,2075,1760,1290,825,405,650,245,135,425,550,630,945,835,680,480,260,455,150,105,655,940,1155,1130,925,615,350,140,200,95,35,4665,1595,1805,4595,3125,3960,1885,1555,1970,2710,1570,1990,6250,6815,3095,5140,615,780,265
"46","G2M",46.9220423614,-71.305642845,5305,2620,2680,524,730,973,959,487,38.6,39.3,2620,2680,267,252,359,371,478,503,462,499,243,244,345,500,600,765,725,505,310,150,175,75,35,145,195,265,350,395,265,165,100,125,50,30,205,305,330,415,330,235,145,45,55,30,10,1850,285,135,1345,1580,1255,640,785,630,705,795,625,2140,2475,325,1890,280,315,110
"47","G2N",46.9137269936,-71.3397616872,8135,3990,4145,856,1122,1520,1374,712,38.7,38.9,3990,4145,417,437,551,574,774,752,676,706,369,339,535,880,1035,1240,1100,770,375,155,185,80,40,205,335,450,580,590,455,230,105,140,60,30,335,545,585,660,505,315,145,50,45,25,5,2770,560,175,2225,2380,1915,1045,1185,960,1175,1190,955,3310,3940,655,2385,465,495,120
"48","G3A",46.7504705149,-71.4850826436,19200,9585,9610,2583,1546,3639,4450,1945,42.1,45.5,9585,9610,1353,1230,758,783,1741,1895,2197,2246,1021,926,1745,1825,1810,2080,1965,1645,1340,785,1860,510,355,740,710,785,935,990,865,710,485,1305,340,245,1000,1120,1020,1145,975,775,630,300,550,170,110,6375,965,1210,5625,4440,5980,2730,2205,2985,2895,2230,2990,7345,6885,1680,9215,945,1230,465
"49","G3B",46.9833416753,-71.2905787316,7865,3940,3930,872,792,1872,1457,600,37.8,41,3940,3930,455,415,346,449,949,933,763,695,317,287,615,635,575,755,735,715,630,340,875,245,160,280,250,250,340,365,360,320,185,615,155,105,335,385,325,410,370,355,305,155,260,95,60,2685,195,95,1835,2275,1980,945,1125,990,900,1145,990,2875,2930,180,4010,395,615,235
"50","G3C",47.169121352,-71.433173309,8980,4645,4330,819,1337,1853,1515,634,37.1,38.2,4645,4330,440,384,643,694,982,868,819,699,354,282,645,910,900,1170,1130,815,540,265,410,155,80,290,420,420,585,590,450,310,170,310,115,60,355,485,480,590,540,360,225,90,105,45,20,3090,400,195,2105,2750,2090,1200,1370,1050,905,1375,1045,3490,3725,250,3430,455,640,205
"51","G3E",46.8779186861,-71.3408241642,15630,7770,7860,2000,2011,3234,2436,1051,36.1,37.2,7770,7860,1015,983,959,1049,1614,1618,1200,1243,520,536,1060,1550,1680,2190,1995,1520,945,410,435,190,90,425,610,665,1075,1025,850,550,265,335,140,75,635,935,1020,1110,970,675,390,145,95,50,20,4835,1040,275,4040,4450,3655,1925,2220,1820,2120,2225,1840,5865,6955,1075,5040,860,1130,380
"52","G3G",46.9241924832,-71.3958442719,10100,5130,4965,1172,1277,1863,1839,854,37.9,38.5,5130,4965,617,555,623,652,962,901,918,921,442,412,725,1165,1375,1630,1340,870,385,190,155,75,25,285,470,610,810,750,560,240,130,120,60,20,445,690,765,815,590,305,150,60,40,15,5,3525,420,80,2500,2975,2535,1310,1480,1265,1195,1495,1275,3945,3690,480,2665,580,630,215
"53","G3H",46.7761415383,-71.6962030677,9250,4610,4640,1041,1150,1559,1677,865,39.5,39.3,4610,4640,543,502,581,569,807,757,845,832,425,440,695,1130,1255,1485,1080,725,360,195,190,80,40,245,405,555,790,620,465,225,135,155,65,30,455,725,700,690,455,260,140,60,35,15,10,3010,765,155,2615,2525,2285,1290,1255,1145,1325,1270,1135,3765,4045,600,2530,440,565,200
"54","G3J",46.8603047731,-71.4751579766,10340,5215,5125,1362,1390,1923,1623,756,36.6,36.6,5215,5125,696,666,694,699,986,945,809,816,347,407,750,1085,1270,1540,1420,1035,440,195,230,105,55,290,385,520,745,780,700,295,140,170,70,40,455,705,755,795,645,330,150,60,65,35,10,3375,870,575,2940,2855,2415,1480,1430,1205,1465,1430,1210,4245,4740,1135,3690,550,625,215
"55","G3K",46.8315456963,-71.4429487733,18535,9220,9315,2405,2767,3543,2526,998,34.2,34.5,9220,9315,1202,1205,1336,1423,1807,1731,1251,1276,491,508,1280,1730,2005,2580,2485,1895,975,415,435,190,100,485,640,815,1255,1290,1155,625,280,325,130,80,795,1085,1190,1330,1195,740,355,135,115,60,20,5400,1740,640,4765,5430,4000,2340,2705,2000,2425,2725,2000,7155,8410,2055,6520,1055,1255,415
"56","G3L",47.2373997643,-71.8763340574,10310,5140,5170,1084,952,1632,2238,1358,44.8,48,5140,5170,539,541,497,458,820,804,1157,1083,685,669,850,1655,1725,1580,1150,630,285,110,170,65,35,315,600,805,880,725,425,185,75,135,50,25,530,1055,915,705,425,205,100,40,35,15,5,3630,870,65,3310,2445,2970,1640,1215,1485,1670,1230,1485,4480,4585,805,2265,470,475,175
"57","G3M",46.6755153848,-71.7054229092,7200,3650,3550,752,775,1079,1405,883,44.3,45.5,3650,3550,404,345,425,347,596,478,709,700,401,474,545,1005,1110,1055,715,405,235,130,145,55,25,190,335,500,575,440,235,150,100,125,50,20,350,670,615,475,275,170,85,35,25,5,5,2030,1080,205,2605,1625,1865,1280,820,990,1320,805,880,3110,3385,1055,1785,265,305,110
"58","G3N",46.8742097299,-71.6257845932,9945,5135,4810,1023,1392,1710,1669,805,37,36.8,5135,4810,500,523,701,688,899,811,860,807,419,376,635,940,1200,1400,1265,1080,495,205,315,90,65,245,350,505,645,715,725,310,145,245,65,50,390,590,700,755,550,350,185,60,75,25,15,3480,465,135,2165,3030,2525,1180,1510,1260,980,1520,1265,3945,4045,370,3670,540,645,230
"59","G3Z",47.4282090353,-70.6571878561,7140,3480,3665,620,572,1065,1729,1167,48.2,53.1,3480,3665,324,305,280,294,524,543,869,864,586,583,580,1300,1315,1110,690,380,220,85,130,30,25,215,520,640,620,385,225,110,55,85,25,15,360,780,680,490,305,155,115,35,40,5,10,2240,995,175,2665,1430,2105,1255,710,1050,1415,715,1050,3230,3350,980,1335,325,275,120
"60","G4A",47.7183851835,-70.2275583294,3085,1490,1595,313,277,450,720,426,45.8,50,1490,1595,174,144,130,155,221,227,355,368,204,226,265,525,525,530,350,130,60,55,45,5,10,75,170,220,295,220,90,45,45,30,5,5,190,355,305,235,130,40,15,5,10,5,5,950,445,80,1030,720,875,465,360,430,565,360,440,1390,1435,460,380,155,125,45
"61","G4R",50.847560886,-67.0431927242,20975,10425,10550,2674,2039,3749,3933,1925,40.6,41.5,10425,10550,1364,1312,1029,1015,1865,1889,2002,1932,902,1027,2050,2745,2700,2480,1825,1165,980,785,1340,585,330,860,970,1195,1215,915,655,535,565,1100,490,270,1190,1775,1505,1265,910,510,445,220,245,95,55,5215,3450,465,7715,4780,4530,3790,2380,2255,3930,2400,2280,9025,9565,3630,5755,880,955,420
"62","G4S",50.2554212596,-66.4001657203,5205,2675,2535,709,538,972,906,535,39,39.6,2675,2535,356,350,284,253,478,489,462,444,279,254,475,550,725,800,640,320,215,200,215,125,55,175,165,305,395,375,215,145,165,205,115,50,295,390,420,405,265,100,70,35,10,5,0,1885,275,30,1490,1470,1295,810,730,645,680,740,650,2195,1120,30,1190,295,225,105
"63","G4T",47.524765019,-61.6230285201,12475,6060,6415,1188,920,2347,3208,1838,47.9,52.1,6060,6415,601,580,442,478,1128,1224,1592,1621,904,936,940,2390,2595,1970,1155,640,480,225,275,110,60,385,985,1215,975,580,395,300,150,215,95,40,550,1400,1375,995,580,245,180,75,65,20,15,4220,1315,120,4160,3160,3745,1910,1580,1875,2250,1580,1875,5535,5800,465,2810,810,530,115
