"","GEO_CODE","Lat","Long","Pop","Pop_male","Pop_female","Pop_16_26","Pop_32_39","Pop_40_52","Pop_53_65","Pop_66_76","Age_Moyen","Age_Median","Male_total","Female_total","Pop_Male_16_26","Pop_Female_16_26","Pop_Male_32_39","Pop_Female_32_39","Pop_Male_40_52","Pop_Female_40_52","Pop_Male_53_65","Pop_Female_53_65","Pop_Male_66_76","Pop_Female_66_76","sal_1","sal_2","sal_3","sal_4","sal_5","sal_6","sal_7","sal_8","sal_9","sal_10","sal_11","sal_1_m","sal_2_m","sal_3_m","sal_4_m","sal_5_m","sal_6_m","sal_7_m","sal_8_m","sal_9_m","sal_10_m","sal_11_m","sal_1_f","sal_2_f","sal_3_f","sal_4_f","sal_5_f","sal_6_f","sal_7_f","sal_8_f","sal_9_f","sal_10_f","sal_11_f","Total_Habitation","Propriétaire","Locataire","Condo","Celibataire","Conjoint_fait","Marie","Celibataire_M","Conjoint_fait_M","Marie_M","Celibataire_F","Conjoint_fait_F","Marie_F","Maison_Detache","Appartement","Bilingue","Couple_1","Couple_2","Couple_3"
"192","H3T",45.5018394637,-73.6190517422,12820,6385,6430,3958,1505,1497,1385,862,36,29.7,6385,6430,2019,1934,789,711,771,731,680,706,374,487,2805,2215,1590,1105,705,485,300,205,585,130,95,1460,1020,765,510,325,230,155,120,365,70,50,1340,1195,825,600,380,250,155,85,220,65,40,970,5185,1285,7300,1205,2930,3620,605,1465,3680,600,1465,6195,5255,5955,8910,390,345,160
"193","H3V",45.4989629031,-73.6088879449,6650,3065,3585,1123,1046,888,798,737,42.8,37.6,3065,3585,567,560,495,546,447,444,352,458,252,480,1335,1050,915,830,625,375,220,135,230,85,35,665,430,375,325,245,180,115,75,145,50,25,670,620,540,505,375,195,110,60,80,25,10,375,3560,590,3615,560,1855,1530,290,915,2090,275,940,3940,725,3935,4645,275,140,50
"194","H3W",45.4897241661,-73.6312228814,30675,14370,16305,5021,3778,5333,4194,2293,38.8,36.9,14370,16305,2555,2471,1727,2054,2351,2982,1844,2345,998,1288,4595,5685,5325,3130,1585,920,555,335,960,210,155,2305,2340,2200,1450,745,485,285,170,610,125,85,2290,3340,3120,1680,840,440,265,165,350,90,65,2670,9665,845,13480,1570,10365,5750,800,5040,7730,770,5320,12235,10920,11620,15550,1340,1305,830
"195","H3X",45.4818836308,-73.6420934052,23070,10825,12245,3374,2535,3908,3678,2285,41.4,40.4,10825,12245,1657,1719,1182,1358,1862,2056,1680,1997,1003,1278,3050,3360,2935,2425,1775,1135,850,570,2135,380,295,1480,1430,1270,1025,750,500,390,290,1365,190,160,1575,1935,1665,1400,1030,635,465,285,770,195,135,3865,6140,1060,9365,1540,8460,3990,775,4215,5375,770,4245,10040,7855,7995,15535,1055,1095,595
"196","H3Y",45.4876140546,-73.6045190921,9765,4775,4990,1599,541,1759,1967,1119,41.3,44.7,4775,4990,822,777,225,321,799,970,946,1021,574,543,1240,690,600,580,480,425,360,305,2815,295,235,540,265,210,215,170,175,135,130,1790,130,115,700,425,390,370,315,250,225,170,1020,165,115,2855,590,155,2995,540,4480,1380,280,2225,1615,260,2260,3400,5030,525,8040,455,685,390
"197","H3Z",45.4825028761,-73.5932514115,11790,5235,6560,1580,1046,1629,1747,1638,47.8,48.1,5235,6560,776,806,507,541,714,907,730,1010,650,988,1545,1465,1175,1005,880,670,540,365,1795,285,225,675,590,475,385,330,285,225,165,1040,125,120,870,875,700,620,550,385,315,200,750,165,105,2005,3810,1220,5375,805,4195,1990,430,2085,3390,375,2110,5840,3620,4875,8145,400,465,140
"198","H4A",45.4716729302,-73.6148906678,26450,12610,13850,4171,3252,4633,4201,2301,39.6,38.1,12610,13850,1994,2177,1593,1656,2285,2356,1975,2229,1039,1273,3425,3820,3090,2560,2095,1565,1100,815,2585,565,450,1645,1675,1405,1130,910,710,550,415,1580,295,255,1785,2140,1685,1430,1190,850,555,400,1005,270,195,5275,6720,1690,11520,3250,7620,5160,1645,3780,6365,1600,3845,11965,12695,9835,19300,1125,1340,400
"199","H4B",45.4603504147,-73.6302904374,20370,9720,10650,2703,2939,3801,2991,1611,39.8,38.3,9720,10650,1300,1392,1425,1511,1882,1919,1442,1555,707,906,3065,3730,2975,2215,1390,815,615,385,995,260,190,1530,1665,1320,1020,615,380,300,200,630,145,120,1535,2060,1655,1190,775,430,315,190,365,110,70,2525,7525,1015,9175,1580,6320,4100,800,3150,5070,780,3165,10080,8000,8500,12840,965,955,300
"200","H4C",45.4735994648,-73.5880282515,17050,8555,8495,2768,3244,2558,2221,1021,37.7,34.3,8555,8495,1359,1424,1688,1556,1376,1179,1100,1120,480,552,1990,3085,2610,2275,1750,1025,640,395,655,215,125,1035,1405,1175,1100,905,525,365,240,420,140,85,955,1680,1435,1175,855,505,275,155,230,80,45,2690,6630,2825,8950,3260,2875,4395,1660,1460,4555,1600,1420,9280,8225,8815,11355,490,330,175
"201","H4E",45.4547008923,-73.5985858567,30510,14855,15655,4121,4035,5163,5303,2647,40.9,39.5,14855,15655,2053,2066,1985,2045,2598,2573,2595,2721,1226,1430,3905,5470,5150,4370,2690,1460,805,420,485,205,105,1980,2345,2280,2200,1310,810,495,280,305,120,60,1925,3130,2865,2165,1385,650,310,145,180,90,45,5070,9635,1665,13835,4540,7710,6395,2305,3855,7440,2230,3855,14720,14660,13545,16960,1360,1120,395
"202","H4G",45.4643232021,-73.5699217381,29490,14530,14955,4329,5131,4692,4267,2097,39.2,35.9,14530,14955,2110,2221,2692,2439,2453,2244,2072,2189,922,1176,3605,5525,4815,4240,2835,1600,870,460,580,250,135,1865,2405,2345,2085,1420,870,495,300,370,160,80,1740,3120,2470,2155,1415,725,380,155,210,85,50,4095,11325,3425,14315,5735,5820,6820,2925,2955,7495,2815,2865,15355,14570,14705,18070,1190,755,240
"203","H4H",45.4458755282,-73.5817667227,19270,9200,10070,2272,2520,3367,3573,1749,41.9,41.2,9200,10070,1095,1181,1240,1277,1687,1683,1705,1870,765,987,1835,2930,2785,2670,1990,1255,765,390,645,250,125,880,1235,1215,1270,965,615,390,250,400,145,85,950,1700,1570,1400,1030,645,375,140,245,105,45,2940,5990,680,8395,3695,4300,3680,1860,2165,4710,1835,2140,8990,8940,8005,12025,900,740,240
"204","H4J",45.5317745893,-73.7098231847,18205,8845,9360,2105,2238,3359,2423,1257,38.7,37.9,8845,9360,998,1107,1111,1127,1830,1537,1263,1167,580,675,2455,3090,2440,1870,1095,635,390,235,475,140,110,1210,1455,1225,1005,545,325,210,125,305,85,65,1240,1635,1220,870,550,310,180,105,170,55,45,2365,4775,985,7010,1135,6100,3160,575,3085,3855,560,3010,7145,6905,5605,8665,745,905,615
"205","H4K",45.5175378084,-73.737995419,11260,5450,5805,1407,924,1922,1879,1327,43.4,44.6,5450,5805,729,676,420,504,957,965,896,983,601,728,1335,1715,1525,1110,825,520,420,265,800,170,130,590,755,695,535,385,265,195,145,525,105,85,745,960,830,580,445,255,220,120,275,70,45,2575,1390,125,3965,470,4830,1735,235,2415,2235,235,2420,3940,4640,1685,7120,540,770,350
"206","H4L",45.5169807435,-73.6830680784,36795,17485,19305,5067,4271,6125,5289,3198,40.5,38.9,17485,19305,2514,2555,2090,2173,3005,3125,2536,2763,1357,1843,5275,6410,5140,3950,2540,1505,1040,530,960,355,185,2525,2695,2390,1965,1205,775,565,315,635,220,115,2750,3715,2745,1985,1330,730,475,205,325,135,70,6575,7460,3900,14225,2130,13705,6110,1085,6830,8115,1050,6875,14030,10915,11440,19985,1695,1910,1125
"207","H4M",45.4979037849,-73.6886044447,12325,6055,6275,1756,1298,2150,1896,1185,39.2,38.8,6055,6275,888,867,613,683,1050,1105,902,999,571,624,1645,1905,1585,1315,995,605,395,265,675,190,145,780,820,755,625,450,290,195,170,460,125,90,870,1085,830,695,550,315,200,100,215,65,50,2680,1780,860,4220,450,5240,1950,225,2615,2275,230,2625,4475,4805,2645,8015,615,735,455
"208","H4N",45.526304644,-73.6649226981,29755,14480,15280,3794,3962,5404,3441,2029,37.3,36.1,14480,15280,1907,1882,1877,2077,2833,2566,1703,1739,860,1171,4565,5165,4325,3240,1975,1025,520,270,405,145,85,2345,2190,1950,1585,995,560,325,165,275,90,65,2215,2975,2375,1660,975,465,200,100,125,50,30,3420,8200,3620,10700,1180,11345,4830,590,5670,5870,585,5675,11620,4635,10905,15455,1350,1800,1010
"209","H4P",45.4964362915,-73.6647269156,7150,3545,3600,1140,1208,1222,882,412,36.2,34,3545,3600,563,582,622,586,582,643,442,447,201,216,1045,1065,990,800,605,425,275,150,340,90,75,520,440,460,385,305,230,165,85,230,60,50,525,625,535,415,305,195,110,60,110,25,30,1590,1700,1625,2835,580,2590,1380,290,1285,1455,285,1305,3315,1765,2910,4305,380,335,125
"210","H4R",45.504871593,-73.7141517999,27065,13095,13970,3068,3437,5652,3759,2061,38.5,38.9,13095,13970,1542,1528,1599,1835,2807,2845,1827,1932,901,1165,3095,3425,3090,2610,2135,1480,1210,855,2470,635,420,1365,1505,1375,1130,965,725,630,490,1580,380,255,1730,1920,1710,1480,1170,760,585,365,890,245,170,6485,4100,4215,8510,1695,11295,3820,850,5620,4700,845,5670,10630,10485,7270,18130,1490,1835,690
"211","H4S",45.4858460534,-73.7432766309,560,285,275,45,67,154,85,40,38,40.7,285,275,21,24,27,40,77,67,40,41,20,24,60,50,55,55,50,40,30,30,55,15,10,30,25,30,20,20,25,15,20,30,10,10,30,30,25,30,30,15,20,10,25,10,5,190,35,100,145,40,250,70,20,125,75,20,125,220,325,15,370,45,45,10
"213","H4V",45.4671253233,-73.6487052378,20335,9420,10915,2623,2239,3643,3135,2010,41.4,41,9420,10915,1318,1305,1025,1217,1706,1937,1436,1694,841,1171,2795,3490,3135,2340,1470,890,560,315,760,205,150,1450,1425,1320,1045,610,415,240,175,485,125,85,1345,2060,1810,1290,860,475,320,145,275,85,60,3185,5645,695,8460,1045,7230,3525,515,3585,4945,525,3640,8795,7615,7265,12075,965,1010,460
"214","H4W",45.4649083022,-73.6828253195,24740,11475,13265,2630,2346,3556,3416,3116,45.3,44.7,11475,13265,1334,1301,1069,1277,1736,1818,1576,1837,1360,1763,2860,3495,3255,2555,1825,1265,845,555,1735,415,265,1400,1485,1335,1045,740,575,400,305,1150,240,165,1465,2010,1915,1510,1085,690,440,250,580,170,105,5315,4470,2875,8595,670,10895,3355,335,5415,5240,335,5480,9790,6445,6650,15365,1115,1190,785
"215","H4X",45.4533498157,-73.6507525838,6285,3040,3245,885,492,1202,1211,682,41.1,43.2,3040,3245,470,415,224,268,553,641,566,638,323,357,785,725,630,605,490,380,300,185,830,135,110,385,315,265,280,185,170,130,90,545,90,70,400,415,365,330,305,205,170,85,290,45,45,1670,720,60,2060,410,2675,930,210,1325,1130,200,1350,2410,2845,970,4550,360,435,160
"218","H7A",45.673004333,-73.5898750098,20915,10210,10710,2934,2273,4150,3641,1506,38,38.8,10210,10710,1477,1458,1059,1214,2010,2140,1778,1854,757,753,2075,2660,2700,2930,2325,1445,795,415,460,175,90,895,1095,1260,1430,1160,800,450,255,315,115,60,1175,1565,1435,1500,1165,645,345,160,145,50,30,6335,865,700,6690,3045,7015,3085,1525,3500,3605,1525,3515,7190,8430,1380,9985,1045,1300,670
"219","H7B",45.6763012909,-73.638563374,3035,1470,1565,362,296,559,550,261,41.5,42.4,1470,1565,191,171,129,169,293,271,262,283,131,132,220,370,370,400,380,205,135,55,85,25,20,80,140,185,195,185,125,90,30,70,20,15,135,230,190,205,195,80,45,20,5,0,0,945,90,45,990,560,900,465,275,450,530,285,450,1050,1150,115,1250,135,170,90
"220","H7C",45.6264225617,-73.6504915744,8985,4590,4395,1034,910,1751,1572,878,43.6,44.4,4590,4395,533,499,485,422,962,789,852,730,426,452,800,1165,1285,1165,830,470,290,145,185,70,40,345,445,540,555,425,260,165,75,130,50,25,450,725,745,615,400,210,120,70,55,20,10,1850,1635,360,3700,1055,2855,1760,525,1620,1940,530,1240,3480,3655,1890,4135,330,400,185
"221","H7E",45.622866405,-73.6744803179,26385,12900,13490,3754,2071,5115,4857,2748,42.2,44.1,12900,13490,1891,1863,982,1081,2471,2642,2386,2468,1292,1461,2725,3330,3275,3180,2640,1965,1335,775,1700,480,295,1230,1355,1445,1485,1275,1025,700,495,1180,320,195,1495,1970,1835,1695,1360,945,635,280,515,160,105,8040,2000,1020,8880,3070,10110,4120,1525,5060,4760,1550,5050,10030,11120,2860,17065,1220,1765,710
"222","H7G",45.5766260075,-73.6864194517,21160,10120,11035,2685,2064,3384,3734,2137,43.9,44.2,10120,11035,1373,1310,1037,1035,1678,1709,1849,1888,975,1171,2110,3180,3080,2790,1895,1150,730,340,550,150,130,980,1360,1405,1370,990,610,420,215,390,100,90,1135,1815,1670,1420,905,540,310,125,160,50,40,4665,3865,1140,8830,2810,6230,3945,1405,3120,4885,1405,3110,8535,8235,4995,10600,880,960,400
"223","H7H",45.6414502652,-73.755189271,13830,6700,7130,1940,1506,2876,2414,915,37.3,38.4,6700,7130,964,972,690,811,1392,1482,1174,1238,449,470,1260,1620,1550,1845,1590,1130,695,295,440,185,100,575,660,725,850,725,595,380,190,305,120,65,690,960,820,995,865,535,315,105,140,65,35,4170,810,635,4415,2220,4390,2010,1105,2190,2405,1115,2200,4985,5910,1070,7420,760,940,355
"224","H7J",45.6635528738,-73.7002680774,2215,1115,1100,250,200,399,540,256,43.8,48.2,1115,1100,125,123,98,107,200,199,275,270,128,123,220,325,270,300,225,170,115,55,115,30,20,95,140,130,150,125,80,75,40,75,20,15,130,185,135,145,100,85,45,20,40,10,5,745,125,0,730,460,700,375,230,350,355,230,350,870,890,80,1140,105,125,50
"225","H7K",45.6212530665,-73.7397735046,22255,10860,11400,3345,1883,4610,4392,1768,40,42.1,10860,11400,1686,1661,867,1016,2188,2424,2106,2278,833,926,2185,2735,2635,2810,2260,1685,1230,685,1135,365,220,895,1125,1165,1290,1080,865,660,450,800,235,160,1285,1605,1475,1515,1180,820,575,235,335,130,60,6880,1140,1190,7405,2550,8475,3310,1270,4230,4095,1280,4245,8005,8765,1900,13945,1125,1675,590
"226","H7L",45.6018913293,-73.7702041339,37250,18020,19230,5000,3773,8070,6223,2373,38.2,39.7,18020,19230,2518,2478,1722,2053,3904,4166,3097,3131,1094,1279,3335,3735,3610,4110,3685,2875,2145,1240,1940,710,395,1460,1520,1535,1890,1770,1495,1135,760,1365,470,285,1870,2220,2075,2220,1910,1380,1010,475,570,240,110,10595,2170,780,11485,5955,11970,5095,2965,5985,6390,2990,5980,12780,15860,2305,21485,1920,2775,1085
"227","H7M",45.5984065766,-73.715903333,27895,13455,14440,3737,2323,4586,5754,3179,44.4,46.9,13455,14440,1978,1761,1130,1193,2185,2399,2769,2991,1434,1750,2780,4060,3885,3780,2715,1770,1135,620,955,330,190,1260,1595,1770,1850,1345,970,625,400,680,220,135,1515,2465,2115,1925,1375,800,510,225,275,110,50,7430,3170,985,10345,2930,10705,4665,1460,5320,5680,1475,5380,10610,11805,3935,16105,1350,1550,620
"228","H7N",45.5588553257,-73.7049037322,42320,20325,21995,6210,4972,6852,6926,3913,41.5,39.8,20325,21995,3027,3185,2492,2472,3466,3386,3277,3645,1725,2190,4600,7065,6805,6010,3900,2205,1240,625,795,320,165,2165,2850,3135,3035,1985,1225,725,385,540,210,110,2440,4215,3675,2975,1915,980,515,235,250,110,60,7610,11295,3590,18300,5695,12050,8265,2865,6025,10035,2830,6020,18890,17945,14130,22550,1800,1785,785
"229","H7P",45.5792809452,-73.8021803802,35060,17220,17835,4699,3354,7130,6496,3310,40,41.8,17220,17835,2388,2313,1566,1793,3468,3654,3219,3275,1577,1733,3530,4635,4605,4605,3640,2395,1580,845,1490,560,265,1430,1840,2100,2280,1900,1290,950,535,1025,365,170,2095,2795,2500,2325,1745,1105,625,310,465,195,100,10880,1910,1900,10845,4690,13135,5085,2345,6540,5755,2345,6595,12805,14390,2700,20510,1765,2325,1020
"230","H7R",45.5525780185,-73.8541465018,30050,14895,15155,3841,3167,6239,5296,2336,39.7,41,14895,15155,1962,1884,1503,1659,3146,3095,2705,2583,1124,1206,2865,3880,3835,3800,3095,2065,1295,675,925,335,210,1280,1625,1725,1890,1620,1170,770,455,655,235,160,1585,2260,2110,1910,1475,895,525,220,265,100,45,9145,1580,750,9830,4765,9780,4690,2375,4900,5145,2395,4885,10700,12135,1490,16650,1550,1920,795
"231","H7S",45.572641476,-73.7311888687,7345,3605,3745,1089,729,1344,1257,663,40.3,40.7,3605,3745,545,544,351,381,635,709,641,611,315,353,880,1230,1090,985,665,385,225,125,170,70,30,400,520,490,450,345,230,135,90,125,50,25,480,710,595,535,320,155,95,30,50,25,10,1660,1375,775,2865,730,2500,1355,360,1240,1510,360,1255,3035,3085,1785,4170,290,340,250
"232","H7T",45.5573114364,-73.7725083762,24155,11695,12460,3143,2556,4409,4201,2465,41.7,42.2,11695,12460,1582,1562,1212,1338,2151,2245,2019,2185,1121,1344,2680,3750,3335,2960,2255,1440,970,500,900,330,180,1210,1575,1500,1395,1150,775,540,340,600,200,120,1470,2180,1835,1565,1100,660,435,165,295,130,55,6470,2975,3620,8415,1975,9860,3795,1000,4915,4630,980,4940,9430,9160,5220,15150,1100,1455,610
"233","H7V",45.5471003964,-73.7363820306,22590,10435,12160,2557,2025,3419,3537,2714,46.8,47.6,10435,12160,1303,1256,986,1039,1749,1673,1688,1851,1081,1633,2765,4440,3680,2655,1485,760,420,180,240,95,45,1365,1780,1660,1350,790,410,250,115,155,60,30,1395,2660,2015,1300,700,350,165,65,80,35,10,3650,5755,1725,10070,1525,7650,4165,760,3820,5900,770,3830,9425,7440,7270,11265,765,910,585
"234","H7W",45.532908327,-73.7639433313,41620,20175,21445,5268,3955,7033,6809,5140,43.6,44.4,20175,21445,2630,2627,1931,2029,3448,3588,3226,3591,2363,2781,5050,8130,6725,5335,3305,1900,1070,545,970,300,210,2295,3475,3240,2620,1640,1030,615,370,675,200,145,2755,4655,3485,2720,1670,875,455,175,295,100,70,9745,6645,3900,15245,2505,17320,6895,1250,8635,8350,1250,8680,16385,15810,9680,25440,1950,2280,1240
"235","H7X",45.5313022969,-73.8076797309,26125,12930,13195,3610,2509,5881,4192,1862,38.3,40.1,12930,13195,1823,1792,1142,1362,2906,2980,2140,2047,923,939,2695,3200,2900,2840,2285,1755,1255,790,1600,500,310,1195,1345,1310,1345,1135,905,680,475,1110,340,215,1495,1855,1590,1490,1145,850,580,310,490,165,95,7410,1395,1035,7695,2595,10535,3630,1300,5265,4065,1295,5270,8785,9625,1755,17710,1340,2165,805
"236","H7Y",45.5271008262,-73.8499017907,9800,4795,5005,1214,1017,2387,1547,519,36,38.9,4795,5005,615,604,461,551,1178,1212,773,771,245,274,890,875,835,915,905,725,570,420,955,285,190,395,375,385,380,395,335,300,260,640,175,120,495,500,445,540,510,390,260,160,320,115,70,3045,250,400,2480,1310,3690,1145,650,1845,1335,655,1850,3330,3935,340,7055,515,875,290
"237","H8N",45.4379539556,-73.621413162,29465,13880,15580,3802,3166,5196,4753,3263,42.3,42.2,13880,15580,1911,1894,1488,1673,2501,2700,2183,2559,1356,1898,3850,4875,4915,3930,2620,1405,635,415,540,235,110,1830,1960,2250,1865,1240,700,360,255,345,145,70,2020,2910,2670,2070,1380,700,280,165,195,85,40,5415,6920,3070,11795,2180,10775,4985,1100,5380,6810,1085,5400,12345,12775,10930,16545,1530,1400,560
"238","H8P",45.4172784481,-73.5984554325,22705,10560,12145,2581,2272,3919,4169,2615,44.8,45.9,10560,12145,1282,1292,1096,1178,1919,2000,1893,2277,1100,1519,2400,3455,3485,3250,2115,1320,795,415,645,245,120,1085,1390,1465,1595,980,680,425,240,435,160,75,1310,2065,2020,1660,1135,640,370,175,210,85,45,4080,6190,635,9995,2520,6885,4185,1255,3450,5810,1270,3440,10280,10625,8780,13905,1035,1030,330
"239","H8R",45.4168557421,-73.6564492125,29915,14590,15320,4003,3495,5499,5123,2546,39.4,39.4,14590,15320,2023,1971,1659,1836,2757,2742,2526,2592,1154,1392,3735,5235,4845,4170,2445,1365,720,295,465,165,105,1855,2305,2185,2075,1245,690,400,180,305,100,70,1880,2930,2660,2100,1200,675,320,115,160,65,35,4545,8490,1275,12455,2910,9130,5830,1455,4575,6625,1455,4555,13010,13800,11625,16905,1340,1365,675
"240","H8S",45.436002917,-73.6761231967,24410,11600,12805,3003,2938,4080,4264,2184,42.4,41.5,11600,12805,1465,1549,1445,1498,2041,2039,2120,2145,969,1224,2695,3955,3595,3290,2140,1170,625,270,395,155,80,1335,1695,1630,1630,1095,635,360,165,270,100,50,1365,2260,1960,1660,1045,540,265,105,130,55,30,3810,7095,1820,11675,3300,5655,5190,1645,2820,6485,1655,2830,10910,10900,9230,13170,980,820,355
"241","H8T",45.435829688,-73.7056506957,14795,7175,7625,1756,1527,2941,2905,1390,41.8,43.5,7175,7625,877,884,748,779,1450,1483,1418,1491,627,772,1450,1850,1835,1640,1385,1105,840,520,1050,325,225,670,795,810,760,670,525,430,305,675,190,140,785,1055,1025,880,720,580,410,210,380,135,95,3980,2620,1160,5615,2200,4520,2565,1100,2260,3045,1100,2260,6575,7145,3805,10350,720,905,260
"242","H8Y",45.5072555179,-73.793722389,19055,9255,9805,2620,1973,3436,3387,1724,39.8,40.2,9255,9805,1318,1295,926,1045,1685,1749,1640,1744,769,955,2280,3010,2665,2310,1610,985,635,355,690,220,145,1075,1255,1170,1135,795,510,350,210,475,145,100,1205,1760,1495,1170,815,480,280,145,210,75,50,4205,3110,865,6985,1295,7195,3175,645,3585,3815,650,3615,7340,7865,3580,11905,885,1055,575
"243","H8Z",45.5075133841,-73.8411814843,15165,7375,7785,2141,1349,2750,2846,1583,41.4,42.6,7375,7785,1110,1034,640,706,1342,1411,1358,1489,715,869,1940,2235,2145,1900,1350,930,555,330,510,185,115,880,975,945,885,700,490,310,195,370,135,80,1055,1255,1200,1015,650,445,245,130,140,50,30,4410,1160,995,5465,980,6180,2515,490,3085,2955,490,3090,5575,5675,1765,9900,785,895,465
"244","H9A",45.494814332,-73.8316545634,15690,7725,7960,2527,1313,2941,2851,1501,39.8,41.1,7725,7960,1340,1187,609,699,1405,1541,1390,1455,724,763,2035,2255,1865,1605,1300,870,650,405,1170,255,205,940,950,825,700,590,430,375,255,865,170,155,1090,1300,1035,910,705,435,275,155,305,85,45,4200,1070,280,5155,525,7210,2460,260,3590,2700,265,3620,5270,5280,1115,10875,745,1230,585
"245","H9B",45.4897123866,-73.7957526874,20945,10125,10815,3034,1875,3525,3770,2314,42,42.6,10125,10815,1587,1447,893,987,1678,1860,1750,2022,1100,1219,2545,3330,3085,2545,1745,1030,695,415,860,260,165,1175,1435,1380,1170,880,520,380,260,625,180,115,1370,1895,1705,1375,865,510,310,155,235,85,50,5260,2145,1885,7635,935,8925,3430,465,4460,4200,470,4465,7405,9105,2255,12880,1050,1230,675
"246","H9C",45.5073004728,-73.880441647,11610,5725,5890,1723,895,2310,2558,1003,41.3,44.4,5725,5890,888,837,425,470,1097,1210,1284,1277,504,504,1300,1330,1220,1220,1050,750,610,425,1045,265,200,580,560,515,540,510,380,315,260,760,175,145,720,760,705,680,540,370,290,165,285,90,60,3550,520,125,3740,1295,4670,1770,645,2335,1970,655,2335,4045,4420,510,8625,650,860,310
"247","H9E",45.4883387698,-73.9151054354,3100,1565,1535,429,263,602,653,320,41.7,44.6,1565,1535,206,216,136,124,292,315,347,312,162,162,380,390,370,380,300,200,120,75,250,60,30,175,160,170,180,145,100,75,45,190,35,20,200,235,200,195,155,100,45,30,65,20,10,985,230,25,1035,385,1190,520,190,590,510,190,600,1200,1215,190,2235,165,200,70
"248","H9G",45.4756245464,-73.8366776985,15510,7515,8000,2207,1301,2707,3000,1925,42.6,44.6,7515,8000,1147,1060,623,681,1270,1434,1405,1593,900,1025,1965,2310,1960,1860,1460,925,670,400,870,250,180,890,965,865,830,705,480,375,255,595,155,120,1075,1345,1095,1030,755,445,295,140,270,95,55,4460,1270,910,5455,675,6965,2470,340,3485,2985,340,3485,5710,6170,1085,10825,825,1040,430
"249","H9H",45.4696742184,-73.8574764793,25450,12025,13425,3718,2204,4631,4853,2419,42.5,44,12025,13425,1866,1852,1041,1163,2177,2454,2301,2562,1160,1262,3060,3695,3350,2950,2165,1440,975,620,1525,440,270,1325,1555,1410,1320,1020,745,535,370,1105,305,200,1740,2135,1935,1630,1145,700,445,245,420,135,80,6645,2810,1575,9520,1510,10480,4070,755,5220,5450,755,5255,9510,9585,3540,17150,1295,1670,620
"250","H9J",45.4518360034,-73.8792221685,21730,10615,11115,3469,1703,4318,4512,1913,40.4,43,10615,11115,1738,1733,801,905,1994,2321,2223,2281,932,974,2785,2890,2415,2350,1850,1360,960,655,1810,470,320,1215,1205,1045,1080,850,655,515,415,1310,320,220,1565,1685,1370,1270,1000,705,445,240,505,155,95,6415,1030,505,7145,1125,9880,3295,555,4920,3845,565,4960,7435,8145,980,15990,1200,1755,615
"251","H9K",45.4608034001,-73.927182677,8560,4230,4325,1350,723,2134,1452,380,36.2,39.1,4230,4325,716,634,308,415,1010,1121,745,715,194,186,1030,955,840,795,670,505,415,320,720,185,150,490,435,395,340,280,230,215,200,495,120,105,540,525,450,455,390,275,200,125,225,65,45,2230,510,130,2555,495,3685,1225,245,1835,1330,250,1855,2735,3225,455,6225,465,845,250
"252","H9P",45.4639265972,-73.7543105154,3925,1900,2020,570,383,742,785,367,41.2,42.7,1900,2020,288,278,181,199,347,393,373,420,180,191,445,560,580,590,410,265,150,65,85,30,25,185,240,250,285,200,150,85,35,55,25,10,260,320,330,300,205,115,65,30,25,5,10,1180,350,35,1460,370,1490,670,185,735,790,190,750,1505,1740,285,2695,200,235,85
"253","H9R",45.4599845943,-73.8125785403,23860,11220,12635,3134,1932,4223,4436,2352,44.3,46.1,11220,12635,1626,1508,887,1040,2000,2220,2132,2303,1063,1288,2695,2805,2690,2680,2140,1680,1205,710,1400,455,275,1160,1165,1080,1190,960,860,625,445,1000,305,200,1530,1640,1610,1495,1180,815,585,265,400,150,80,6505,2520,525,8615,1720,9770,3570,855,4865,5040,870,4895,9020,9530,2290,16160,1195,1585,505
"254","H9S",45.4294222223,-73.7783808875,22580,10885,11695,2798,1975,3980,4460,2817,45.5,47.7,10885,11695,1447,1347,998,977,1899,2089,2185,2283,1259,1560,2450,2865,3020,2870,2140,1540,1060,680,1770,465,305,1075,1205,1325,1270,1000,755,580,405,1205,280,215,1380,1660,1700,1595,1145,775,475,275,565,180,90,6050,4165,1515,9130,2245,8270,4120,1115,4125,5010,1130,4155,10240,9255,4965,16035,985,1140,405
"255","H9W",45.4225348149,-73.8601144701,19325,9410,9910,2834,1268,3804,3719,2044,41.7,44.8,9410,9910,1452,1381,573,698,1781,2023,1839,1885,1001,1050,2445,1870,1540,1550,1365,1205,1015,735,2885,605,430,975,755,570,645,560,550,520,450,2065,390,300,1470,1115,975,905,805,650,495,285,820,215,130,5975,685,250,5770,1190,8930,2610,605,4455,3160,585,4475,6665,7245,325,14740,970,1505,610
"256","H9X",45.4290927805,-73.9447112302,9700,4780,4920,1646,574,1812,1853,989,44.3,46.8,4780,4920,807,844,267,302,838,971,923,928,482,512,1265,1165,930,895,725,560,465,320,1045,195,180,525,490,390,385,335,250,245,185,765,135,120,745,685,545,510,390,310,220,130,280,60,65,2610,1030,290,3720,775,3905,1780,380,1990,1940,395,1920,3640,4005,795,7085,460,595,220
